event_id,site_id,date_time,event_type,severity,is_lti,near_miss_flag,contributing_factor
SAFE00294,WA001,2024-05-02 14:00:00,Fall from Height,Medium,false,false,Operator error
SAFE00295,WA001,2024-08-07 10:00:00,Incident - Minor Injury,high,false,false,Inadequate training
SAFE00296,QLD001,2024-12-11 08:00:00,Incident - First Aid,MEDIUM,false,false,Operator error
SAFE00297,QLD001,2024-12-06 18:00:00,Safety Inspection,low,false,false,Communication breakdown
SAFE00298,NSW001,2024-10-22 22:00:00,Safety Inspection,Low,false,false,Equipment malfunction
SAFE00299,NSW001,2024-06-21 10:00:00,Incident - Minor Injury,MEDIUM,false,false,Procedure not followed
SAFE00300,WA001,2024-07-02 11:00:00,Incident - First Aid,Medium,false,false,Procedure not followed
SAFE00301,NSW001,2024-01-21 07:00:00,fall from height,Medium,false,false,Operator error
SAFE00302,NSW001,2024-12-11 11:00:00,near miss,low,false,false,Environmental conditions
SAFE00303,WA001,2024-09-17 06:00:00,Hazard Reported,MEDIUM,false,false,Equipment malfunction
SAFE00304,QLD001,2024-01-19 21:00:00,confined space entry,low,false,false,Operator error
SAFE00305,QLD001,2024-01-08 11:00:00,HAZARD REPORTED,low,false,false,Equipment malfunction
SAFE00306,QLD001,2024-07-09 11:00:00,Incident - First Aid,High,false,false,Inadequate training
SAFE00307,NSW001,2024-07-05 06:00:00,Incident - First Aid,high,false,false,Equipment malfunction
SAFE00308,NSW001,2024-09-03 21:00:00,safety inspection,High,false,false,Equipment malfunction
SAFE00309,WA001,2024-04-08 00:00:00,Near Miss,Medium,false,true,Environmental conditions
SAFE00310,QLD001,2024-11-18 12:00:00,Incident - Minor Injury,Low,false,false,Procedure not followed
SAFE00311,QLD001,2024-08-28 22:00:00,Safety Inspection,high,false,false,Equipment malfunction
SAFE00312,QLD001,2024-10-02 00:00:00,HAZARD REPORTED,low,false,false,Communication breakdown
SAFE00313,WA001,2024-07-30 17:00:00,safety inspection,low,false,false,Environmental conditions
SAFE00314,QLD001,2024-05-20 09:00:00,Safety Inspection,LOW,false,false,Equipment malfunction
SAFE00315,NSW001,2024-11-07 08:00:00,Equipment Collision,Medium,false,false,Communication breakdown
SAFE00316,WA001,2024-03-31 02:00:00,HAZARD REPORTED,LOW,false,false,Inadequate training
SAFE00317,NSW001,2024-08-02 11:00:00,Fall from Height,high,false,false,Inadequate training
SAFE00318,QLD001,2024-11-15 10:00:00,Fall from Height,MEDIUM,false,false,Communication breakdown
SAFE00319,WA001,2024-10-19 12:00:00,FALL FROM HEIGHT,high,false,false,Inadequate training
SAFE00320,WA001,2024-03-08 20:00:00,safety inspection,LOW,false,false,Environmental conditions
SAFE00321,WA001,2024-06-15 05:00:00,Confined Space Entry,LOW,false,false,Procedure not followed
SAFE00322,QLD001,2024-02-23 20:00:00,equipment collision,Medium,false,false,Environmental conditions
SAFE00323,QLD001,2024-06-22 22:00:00,Safety Inspection,High,false,false,Equipment malfunction
SAFE00324,QLD001,2024-10-25 15:00:00,Equipment Collision,High,false,false,Equipment malfunction
SAFE00325,WA001,2024-09-18 09:00:00,safety inspection,High,false,false,Inadequate training
SAFE00326,WA001,2024-08-05 05:00:00,fall from height,HIGH,false,false,Environmental conditions
SAFE00327,NSW001,2024-12-27 10:00:00,confined space entry,Low,false,false,Environmental conditions
SAFE00328,NSW001,2024-09-07 15:00:00,Fall from Height,MEDIUM,false,false,Equipment malfunction
SAFE00329,NSW001,2024-01-31 10:00:00,Hazard Reported,Medium,false,false,Equipment malfunction
SAFE00330,WA001,2024-02-07 08:00:00,incident - first aid,MEDIUM,false,false,Procedure not followed
SAFE00331,QLD001,2024-02-08 14:00:00,Incident - First Aid,Medium,false,false,Operator error
SAFE00332,NSW001,2024-03-14 00:00:00,INCIDENT - MINOR INJURY,Medium,false,false,Operator error
SAFE00333,NSW001,2024-10-02 10:00:00,Equipment Collision,LOW,false,false,Communication breakdown
SAFE00334,WA001,2024-08-18 10:00:00,fall from height,LOW,false,false,Operator error
SAFE00335,QLD001,2024-06-07 19:00:00,Incident - Minor Injury,High,false,false,Equipment malfunction
SAFE00336,NSW001,2024-12-18 07:00:00,Equipment Collision,MEDIUM,false,false,Inadequate training
SAFE00337,NSW001,2024-03-11 03:00:00,Hazard Reported,high,false,false,Procedure not followed
SAFE00338,WA001,2024-09-04 18:00:00,Confined Space Entry,High,false,false,Operator error
SAFE00339,QLD001,2024-10-29 15:00:00,Equipment Collision,MEDIUM,false,false,Procedure not followed
SAFE00340,QLD001,2024-04-14 16:00:00,Incident - First Aid,MEDIUM,false,false,Inadequate training
SAFE00341,WA001,2024-04-22 22:00:00,Incident - First Aid,Medium,false,false,Equipment malfunction
SAFE00342,QLD001,2024-10-23 13:00:00,FALL FROM HEIGHT,high,false,false,Operator error
SAFE00343,QLD001,2024-03-08 05:00:00,INCIDENT - MINOR INJURY,Low,false,false,Equipment malfunction
SAFE00344,QLD001,2024-11-27 13:00:00,equipment collision,LOW,false,false,Communication breakdown
SAFE00345,NSW001,2024-08-17 22:00:00,Incident - First Aid,HIGH,false,false,Operator error
SAFE00346,QLD001,2024-07-09 10:00:00,Incident - First Aid,HIGH,false,false,Inadequate training
SAFE00347,WA001,2024-10-14 20:00:00,Safety Inspection,High,false,false,Communication breakdown
SAFE00348,QLD001,2024-01-26 08:00:00,equipment collision,HIGH,false,false,Environmental conditions
SAFE00349,WA001,2024-04-15 05:00:00,equipment collision,MEDIUM,false,false,Inadequate training
SAFE00350,WA001,2024-08-21 18:00:00,Near Miss,High,false,true,Communication breakdown
SAFE00351,WA001,2024-04-06 18:00:00,incident - minor injury,HIGH,false,false,Communication breakdown
SAFE00352,WA001,2024-07-18 10:00:00,Hazard Reported,low,false,false,Equipment malfunction
SAFE00353,WA001,2024-07-15 22:00:00,hazard reported,Low,false,false,Environmental conditions
SAFE00354,QLD001,2024-02-16 18:00:00,Confined Space Entry,HIGH,false,false,Procedure not followed
SAFE00355,WA001,2024-01-26 05:00:00,Safety Inspection,high,false,false,Environmental conditions
SAFE00356,QLD001,2024-11-16 02:00:00,Equipment Collision,LOW,false,false,Environmental conditions
SAFE00357,WA001,2024-03-21 05:00:00,INCIDENT - FIRST AID,high,false,false,Operator error
SAFE00358,WA001,2024-01-30 18:00:00,Incident - Minor Injury,MEDIUM,false,false,Operator error
SAFE00359,WA001,2024-11-02 12:00:00,Incident - Minor Injury,Medium,false,false,Communication breakdown
SAFE00360,QLD001,2024-01-25 08:00:00,safety inspection,Low,false,false,Procedure not followed
SAFE00361,QLD001,2024-09-17 05:00:00,FALL FROM HEIGHT,Medium,false,false,Inadequate training
SAFE00362,NSW001,2024-02-29 00:00:00,Fall from Height,low,false,false,Equipment malfunction
SAFE00363,WA001,2024-11-16 05:00:00,Equipment Collision,Low,false,false,Environmental conditions
SAFE00364,QLD001,2024-09-15 10:00:00,hazard reported,low,false,false,Inadequate training
SAFE00365,WA001,2024-07-26 21:00:00,INCIDENT - FIRST AID,Low,false,false,Procedure not followed
SAFE00366,WA001,2024-05-19 23:00:00,INCIDENT - MINOR INJURY,high,false,false,Environmental conditions
SAFE00367,WA001,2024-08-26 07:00:00,hazard reported,Low,false,false,Operator error
SAFE00368,NSW001,2024-04-28 06:00:00,Confined Space Entry,high,false,false,Operator error
SAFE00369,WA001,2024-02-11 05:00:00,Near Miss,low,false,true,Environmental conditions
SAFE00370,WA001,2024-02-29 14:00:00,hazard reported,MEDIUM,false,false,Communication breakdown
SAFE00371,NSW001,2024-07-02 14:00:00,Fall from Height,Medium,false,false,Procedure not followed
SAFE00372,QLD001,2024-03-27 00:00:00,Equipment Collision,LOW,false,false,Environmental conditions
SAFE00373,WA001,2024-03-03 16:00:00,Near Miss,MEDIUM,false,true,Inadequate training
SAFE00374,NSW001,2024-03-22 15:00:00,Near Miss,Low,false,true,Communication breakdown
SAFE00375,QLD001,2024-01-30 18:00:00,equipment collision,MEDIUM,false,false,Communication breakdown
SAFE00376,NSW001,2024-10-25 06:00:00,Confined Space Entry,MEDIUM,false,false,Procedure not followed
SAFE00377,NSW001,2024-12-17 09:00:00,Near Miss,HIGH,false,true,Procedure not followed
SAFE00378,WA001,2024-02-11 10:00:00,INCIDENT - FIRST AID,High,false,false,Operator error
SAFE00379,WA001,2024-01-21 09:00:00,Equipment Collision,Medium,false,false,Operator error
SAFE00380,WA001,2024-01-12 01:00:00,Hazard Reported,high,false,false,Communication breakdown
SAFE00381,NSW001,2024-12-10 02:00:00,Safety Inspection,LOW,false,false,Environmental conditions
SAFE00382,NSW001,2024-06-15 13:00:00,Safety Inspection,LOW,false,false,Inadequate training
SAFE00383,QLD001,2024-04-24 06:00:00,Equipment Collision,low,false,false,Environmental conditions
SAFE00384,WA001,2024-12-08 10:00:00,Hazard Reported,MEDIUM,false,false,Procedure not followed
SAFE00385,WA001,2024-03-08 08:00:00,fall from height,Medium,false,false,Operator error
SAFE00386,WA001,2024-06-12 05:00:00,hazard reported,MEDIUM,false,false,Equipment malfunction
SAFE00387,QLD001,2024-06-07 20:00:00,Near Miss,high,false,true,Environmental conditions
SAFE00388,WA001,2024-07-23 01:00:00,safety inspection,low,false,false,Inadequate training
SAFE00389,WA001,2024-02-19 01:00:00,hazard reported,LOW,false,false,Inadequate training
SAFE00390,WA001,2024-02-17 22:00:00,Fall from Height,LOW,false,false,Operator error
SAFE00391,NSW001,2024-09-01 19:00:00,near miss,low,false,false,Communication breakdown
SAFE00392,WA001,2024-09-30 11:00:00,Fall from Height,LOW,false,false,Communication breakdown
SAFE00393,QLD001,2024-01-27 19:00:00,fall from height,LOW,false,false,Environmental conditions
SAFE00394,QLD001,2024-12-29 11:00:00,FALL FROM HEIGHT,LOW,true,false,Communication breakdown
SAFE00395,WA001,2024-10-14 01:00:00,Incident - First Aid,Low,false,false,Communication breakdown
SAFE00396,QLD001,2024-07-02 01:00:00,incident - minor injury,Medium,false,false,Operator error
SAFE00397,WA001,2024-03-10 14:00:00,Near Miss,MEDIUM,false,true,Inadequate training
SAFE00398,WA001,2024-10-13 20:00:00,Equipment Collision,high,false,false,Environmental conditions
SAFE00399,WA001,2024-09-01 08:00:00,incident - minor injury,LOW,false,false,Inadequate training
SAFE00400,QLD001,2024-10-26 19:00:00,Hazard Reported,high,false,false,Procedure not followed
SAFE00401,QLD001,2024-06-10 18:00:00,Safety Inspection,HIGH,false,false,Equipment malfunction
SAFE00402,WA001,2024-09-26 06:00:00,Fall from Height,High,false,false,Inadequate training
SAFE00403,QLD001,2024-02-27 11:00:00,fall from height,HIGH,false,false,Environmental conditions
SAFE00404,WA001,2024-07-07 12:00:00,Equipment Collision,HIGH,false,false,Equipment malfunction
SAFE00405,QLD001,2024-10-07 23:00:00,Incident - First Aid,MEDIUM,false,false,Operator error
SAFE00406,QLD001,2024-03-13 07:00:00,Incident - First Aid,MEDIUM,false,false,Equipment malfunction
SAFE00407,QLD001,2024-03-20 15:00:00,Confined Space Entry,LOW,false,false,Operator error
SAFE00408,QLD001,2024-02-19 12:00:00,Near Miss,LOW,false,true,Operator error
SAFE00409,NSW001,2024-02-20 18:00:00,Equipment Collision,Medium,true,false,Equipment malfunction
SAFE00410,NSW001,2024-11-14 00:00:00,equipment collision,Low,false,false,Environmental conditions
SAFE00411,NSW001,2024-06-13 12:00:00,EQUIPMENT COLLISION,HIGH,false,false,Equipment malfunction
SAFE00412,QLD001,2024-06-30 20:00:00,Confined Space Entry,LOW,false,false,Communication breakdown
SAFE00413,NSW001,2024-06-12 05:00:00,Incident - First Aid,Low,false,false,Communication breakdown
SAFE00414,NSW001,2024-05-10 22:00:00,EQUIPMENT COLLISION,LOW,false,false,Inadequate training
SAFE00415,QLD001,2024-08-18 00:00:00,hazard reported,Medium,false,false,Communication breakdown
SAFE00416,WA001,2024-05-25 04:00:00,hazard reported,high,false,false,Equipment malfunction
SAFE00417,NSW001,2024-10-22 00:00:00,incident - minor injury,LOW,false,false,Communication breakdown
SAFE00418,QLD001,2024-06-19 01:00:00,Hazard Reported,high,false,false,Procedure not followed
SAFE00419,WA001,2024-08-01 10:00:00,incident - minor injury,LOW,false,false,Operator error
SAFE00420,WA001,2024-11-25 19:00:00,Fall from Height,High,false,false,Equipment malfunction
SAFE00421,QLD001,2024-04-08 14:00:00,CONFINED SPACE ENTRY,High,false,false,Environmental conditions
SAFE00422,WA001,2024-05-13 13:00:00,Fall from Height,MEDIUM,false,false,Inadequate training
SAFE00423,NSW001,2024-04-29 23:00:00,hazard reported,LOW,false,false,Operator error
SAFE00424,QLD001,2024-01-12 04:00:00,near miss,Medium,false,false,Equipment malfunction
SAFE00425,QLD001,2024-07-16 05:00:00,confined space entry,LOW,false,false,Equipment malfunction
SAFE00426,WA001,2024-10-05 05:00:00,confined space entry,High,false,false,Inadequate training
SAFE00427,WA001,2024-05-17 06:00:00,Incident - Minor Injury,High,false,false,Equipment malfunction
SAFE00428,NSW001,2024-08-04 23:00:00,Near Miss,high,false,true,Inadequate training
SAFE00429,WA001,2024-06-12 22:00:00,CONFINED SPACE ENTRY,Medium,false,false,Inadequate training
SAFE00430,QLD001,2024-06-24 08:00:00,incident - first aid,LOW,false,false,Communication breakdown
SAFE00431,NSW001,2024-04-15 07:00:00,safety inspection,high,false,false,Procedure not followed
SAFE00432,QLD001,2024-01-26 05:00:00,Incident - First Aid,high,false,false,Environmental conditions
SAFE00433,NSW001,2024-07-23 19:00:00,Equipment Collision,low,false,false,Operator error
SAFE00434,NSW001,2024-01-29 14:00:00,Incident - First Aid,Low,false,false,Communication breakdown
SAFE00435,QLD001,2024-11-15 03:00:00,Incident - Minor Injury,MEDIUM,false,false,Procedure not followed
SAFE00436,WA001,2024-02-05 04:00:00,Incident - Minor Injury,Low,false,false,Procedure not followed
SAFE00437,WA001,2024-05-30 11:00:00,EQUIPMENT COLLISION,HIGH,false,false,Communication breakdown
SAFE00438,WA001,2024-07-10 05:00:00,Safety Inspection,MEDIUM,false,false,Equipment malfunction
SAFE00439,QLD001,2024-04-10 02:00:00,FALL FROM HEIGHT,high,false,false,Procedure not followed
SAFE00440,QLD001,2024-11-29 07:00:00,Incident - Minor Injury,low,false,false,Inadequate training
SAFE00441,NSW001,2024-02-25 11:00:00,EQUIPMENT COLLISION,HIGH,false,false,Environmental conditions
SAFE00442,NSW001,2024-11-16 08:00:00,equipment collision,High,false,false,Environmental conditions
SAFE00443,QLD001,2024-10-25 13:00:00,safety inspection,HIGH,false,false,Communication breakdown
SAFE00444,NSW001,2024-03-30 01:00:00,safety inspection,high,false,false,Environmental conditions
SAFE00445,WA001,2024-01-13 21:00:00,Hazard Reported,High,false,false,Equipment malfunction
SAFE00446,QLD001,2024-03-20 05:00:00,incident - minor injury,HIGH,false,false,Equipment malfunction
SAFE00447,NSW001,2024-06-07 04:00:00,hazard reported,Medium,false,false,Communication breakdown
SAFE00448,WA001,2024-02-02 06:00:00,NEAR MISS,High,false,false,Environmental conditions
SAFE00449,WA001,2024-03-21 10:00:00,HAZARD REPORTED,HIGH,false,false,Inadequate training
SAFE00450,QLD001,2024-05-22 08:00:00,Incident - Minor Injury,MEDIUM,false,false,Inadequate training
SAFE00451,QLD001,2024-04-11 13:00:00,Incident - Minor Injury,HIGH,false,false,Inadequate training
SAFE00452,NSW001,2024-02-26 08:00:00,confined space entry,high,false,false,Inadequate training
SAFE00453,WA001,2024-12-27 02:00:00,FALL FROM HEIGHT,Medium,false,false,Environmental conditions
SAFE00454,QLD001,2024-04-27 13:00:00,Confined Space Entry,Low,false,false,Equipment malfunction
SAFE00455,QLD001,2024-09-25 08:00:00,Safety Inspection,low,false,false,Equipment malfunction
SAFE00456,QLD001,2024-09-30 08:00:00,EQUIPMENT COLLISION,Medium,false,false,Inadequate training
SAFE00457,QLD001,2024-03-21 21:00:00,incident - first aid,Low,false,false,Environmental conditions
SAFE00458,QLD001,2024-08-07 17:00:00,Confined Space Entry,Medium,false,false,Procedure not followed
SAFE00459,WA001,2024-01-22 13:00:00,Confined Space Entry,Medium,false,false,Equipment malfunction
SAFE00460,NSW001,2024-06-30 00:00:00,equipment collision,LOW,false,false,Operator error
SAFE00461,QLD001,2024-02-04 03:00:00,Incident - First Aid,high,false,false,Communication breakdown
SAFE00462,WA001,2024-07-17 12:00:00,equipment collision,LOW,false,false,Equipment malfunction
SAFE00463,WA001,2024-07-19 20:00:00,incident - first aid,Medium,false,false,Procedure not followed
SAFE00464,NSW001,2024-11-06 00:00:00,Fall from Height,high,false,false,Communication breakdown
SAFE00465,QLD001,2024-10-17 21:00:00,Safety Inspection,High,false,false,Environmental conditions
SAFE00466,WA001,2024-04-26 11:00:00,Incident - Minor Injury,low,false,false,Equipment malfunction
SAFE00467,WA001,2024-07-18 22:00:00,Safety Inspection,Low,false,false,Procedure not followed
SAFE00468,WA001,2024-04-11 08:00:00,Hazard Reported,HIGH,false,false,Environmental conditions
SAFE00469,WA001,2024-03-01 20:00:00,Equipment Collision,High,false,false,Inadequate training
SAFE00470,NSW001,2024-04-28 21:00:00,Safety Inspection,low,false,false,Communication breakdown
SAFE00471,QLD001,2024-04-20 12:00:00,Fall from Height,Medium,false,false,Equipment malfunction
SAFE00472,WA001,2024-06-26 22:00:00,INCIDENT - FIRST AID,LOW,false,false,Operator error
SAFE00473,QLD001,2024-11-10 10:00:00,incident - minor injury,Medium,false,false,Inadequate training
SAFE00474,NSW001,2024-12-27 14:00:00,Hazard Reported,High,false,false,Equipment malfunction
SAFE00475,NSW001,2024-02-29 13:00:00,SAFETY INSPECTION,High,false,false,Procedure not followed
SAFE00476,NSW001,2024-05-01 22:00:00,Safety Inspection,LOW,false,false,Operator error
SAFE00477,NSW001,2024-10-10 03:00:00,confined space entry,High,false,false,Inadequate training
SAFE00478,WA001,2024-01-20 20:00:00,Safety Inspection,MEDIUM,true,false,Procedure not followed
SAFE00479,NSW001,2024-06-26 14:00:00,near miss,Medium,false,false,Communication breakdown
SAFE00480,WA001,2024-04-14 16:00:00,EQUIPMENT COLLISION,Medium,false,false,Equipment malfunction
SAFE00481,NSW001,2024-05-25 01:00:00,equipment collision,LOW,false,false,Procedure not followed
SAFE00482,WA001,2024-07-15 10:00:00,Confined Space Entry,Medium,false,false,Inadequate training
SAFE00483,QLD001,2024-02-15 01:00:00,Fall from Height,LOW,false,false,Inadequate training
SAFE00484,NSW001,2024-12-05 11:00:00,Equipment Collision,HIGH,false,false,Environmental conditions
SAFE00485,NSW001,2024-12-22 21:00:00,SAFETY INSPECTION,Medium,false,false,Equipment malfunction
SAFE00486,NSW001,2024-06-23 14:00:00,Incident - First Aid,low,false,false,Inadequate training
SAFE00487,QLD001,2024-03-29 06:00:00,Confined Space Entry,high,false,false,Operator error
SAFE00488,WA001,2024-09-08 12:00:00,incident - first aid,high,false,false,Inadequate training
SAFE00489,QLD001,2024-09-04 04:00:00,Equipment Collision,Low,false,false,Environmental conditions
SAFE00490,QLD001,2024-02-13 04:00:00,Safety Inspection,MEDIUM,false,false,Operator error
SAFE00491,NSW001,2024-02-10 23:00:00,Equipment Collision,High,false,false,Operator error
SAFE00492,NSW001,2024-06-22 12:00:00,NEAR MISS,high,false,false,Equipment malfunction
SAFE00493,QLD001,2024-03-28 15:00:00,Incident - Minor Injury,Low,false,false,Operator error
SAFE00494,NSW001,2024-11-24 01:00:00,Fall from Height,Medium,false,false,Operator error
SAFE00495,WA001,2024-12-02 04:00:00,Incident - First Aid,low,false,false,Equipment malfunction
SAFE00496,QLD001,2024-06-02 11:00:00,CONFINED SPACE ENTRY,High,false,false,Operator error
SAFE00497,WA001,2024-09-28 06:00:00,SAFETY INSPECTION,MEDIUM,false,false,Operator error
SAFE00498,WA001,2024-06-15 20:00:00,Near Miss,Low,false,true,Procedure not followed
SAFE00499,NSW001,2024-04-01 16:00:00,Incident - First Aid,Medium,false,false,Inadequate training
SAFE00500,NSW001,2024-06-07 20:00:00,CONFINED SPACE ENTRY,low,false,false,Environmental conditions
SAFE00501,NSW001,2024-08-15 21:00:00,incident - first aid,High,false,false,Operator error
SAFE00502,QLD001,2024-11-08 21:00:00,Confined Space Entry,LOW,false,false,Inadequate training
SAFE00503,WA001,2024-07-17 14:00:00,hazard reported,MEDIUM,false,false,Procedure not followed
SAFE00504,QLD001,2024-02-20 11:00:00,equipment collision,Low,false,false,Equipment malfunction
SAFE00505,NSW001,2024-05-10 17:00:00,Near Miss,MEDIUM,false,true,Communication breakdown
SAFE00506,NSW001,2024-12-02 17:00:00,hazard reported,high,false,false,Inadequate training
SAFE00507,WA001,2024-03-12 15:00:00,safety inspection,High,false,false,Operator error
SAFE00508,NSW001,2024-02-09 18:00:00,equipment collision,MEDIUM,false,false,Operator error
SAFE00509,NSW001,2024-04-19 00:00:00,fall from height,MEDIUM,false,false,Communication breakdown
SAFE00510,WA001,2024-05-05 11:00:00,Fall from Height,High,false,false,Communication breakdown
SAFE00511,NSW001,2024-02-27 15:00:00,Fall from Height,MEDIUM,false,false,Procedure not followed
SAFE00512,WA001,2024-12-13 12:00:00,Incident - First Aid,Medium,false,false,Equipment malfunction
SAFE00513,QLD001,2024-12-14 19:00:00,Incident - First Aid,low,false,false,Operator error
SAFE00514,WA001,2024-09-28 12:00:00,safety inspection,MEDIUM,false,false,Operator error
SAFE00515,QLD001,2024-08-19 09:00:00,EQUIPMENT COLLISION,MEDIUM,false,false,Communication breakdown
SAFE00516,NSW001,2024-10-11 07:00:00,Equipment Collision,low,false,false,Procedure not followed
SAFE00517,QLD001,2024-11-06 12:00:00,equipment collision,HIGH,false,false,Communication breakdown
SAFE00518,WA001,2024-10-17 08:00:00,Hazard Reported,low,false,false,Communication breakdown
SAFE00519,WA001,2024-10-24 18:00:00,near miss,low,false,false,Procedure not followed
SAFE00520,NSW001,2024-05-20 06:00:00,confined space entry,MEDIUM,false,false,Equipment malfunction
SAFE00521,WA001,2024-11-04 05:00:00,Near Miss,low,false,true,Operator error
SAFE00522,NSW001,2024-07-11 03:00:00,Incident - Minor Injury,Medium,false,false,Environmental conditions
SAFE00523,NSW001,2024-10-27 17:00:00,equipment collision,Medium,false,false,Communication breakdown
SAFE00524,WA001,2024-10-05 22:00:00,incident - minor injury,Medium,false,false,Inadequate training
SAFE00525,WA001,2024-04-18 14:00:00,Equipment Collision,HIGH,false,false,Equipment malfunction
SAFE00526,QLD001,2024-08-02 04:00:00,CONFINED SPACE ENTRY,Medium,false,false,Environmental conditions
SAFE00527,QLD001,2024-08-04 17:00:00,Equipment Collision,High,false,false,Inadequate training
SAFE00528,QLD001,2024-10-13 16:00:00,Equipment Collision,low,false,false,Operator error
SAFE00529,NSW001,2024-07-13 11:00:00,Fall from Height,LOW,false,false,Operator error
SAFE00530,QLD001,2024-05-20 10:00:00,Hazard Reported,low,false,false,Operator error
SAFE00531,WA001,2024-01-15 01:00:00,Hazard Reported,Low,false,false,Operator error
SAFE00532,WA001,2024-03-14 12:00:00,Incident - First Aid,MEDIUM,false,false,Inadequate training
SAFE00533,QLD001,2024-10-17 23:00:00,Confined Space Entry,low,false,false,Environmental conditions
SAFE00534,WA001,2024-12-09 11:00:00,Hazard Reported,High,false,false,Procedure not followed
SAFE00535,QLD001,2024-01-26 09:00:00,Safety Inspection,high,false,false,Equipment malfunction
SAFE00536,QLD001,2024-12-03 01:00:00,CONFINED SPACE ENTRY,LOW,false,false,Equipment malfunction
SAFE00537,NSW001,2024-01-14 17:00:00,FALL FROM HEIGHT,Medium,false,false,Environmental conditions
SAFE00538,QLD001,2024-09-07 07:00:00,CONFINED SPACE ENTRY,Low,false,false,Environmental conditions
SAFE00539,QLD001,2024-02-17 08:00:00,Equipment Collision,High,false,false,Equipment malfunction
SAFE00540,QLD001,2024-01-05 18:00:00,Hazard Reported,High,false,false,Procedure not followed
SAFE00541,NSW001,2024-08-19 22:00:00,Safety Inspection,LOW,false,false,Inadequate training
SAFE00542,QLD001,2024-12-17 06:00:00,INCIDENT - MINOR INJURY,High,false,false,Equipment malfunction
SAFE00543,QLD001,2024-03-08 10:00:00,Safety Inspection,high,false,false,Inadequate training
SAFE00544,NSW001,2024-03-27 11:00:00,Fall from Height,Low,false,false,Equipment malfunction
SAFE00545,QLD001,2024-08-08 16:00:00,Hazard Reported,low,false,false,Communication breakdown
SAFE00546,NSW001,2024-12-28 03:00:00,Incident - Minor Injury,High,false,false,Equipment malfunction
SAFE00547,NSW001,2024-10-28 21:00:00,Confined Space Entry,High,false,false,Environmental conditions
SAFE00548,NSW001,2024-01-21 09:00:00,incident - minor injury,high,false,false,Operator error
SAFE00549,WA001,2024-09-23 21:00:00,safety inspection,high,false,false,Equipment malfunction
SAFE00550,WA001,2024-04-17 01:00:00,Confined Space Entry,low,false,false,Operator error
SAFE00551,NSW001,2024-12-20 23:00:00,fall from height,Medium,false,false,Communication breakdown
SAFE00552,NSW001,2024-05-31 02:00:00,Fall from Height,HIGH,false,false,Communication breakdown
SAFE00553,NSW001,2024-09-13 07:00:00,Near Miss,low,false,true,Procedure not followed
SAFE00554,QLD001,2024-07-16 09:00:00,EQUIPMENT COLLISION,low,false,false,Procedure not followed
SAFE00555,WA001,2024-04-07 12:00:00,Confined Space Entry,Low,false,false,Inadequate training
SAFE00556,NSW001,2024-09-04 01:00:00,Incident - First Aid,low,false,false,Communication breakdown
SAFE00557,QLD001,2024-10-29 09:00:00,Hazard Reported,Medium,false,false,Procedure not followed
SAFE00558,WA001,2024-06-13 15:00:00,Fall from Height,MEDIUM,false,false,Inadequate training
SAFE00559,QLD001,2024-07-25 07:00:00,Incident - First Aid,Medium,false,false,Equipment malfunction
SAFE00560,QLD001,2024-09-19 17:00:00,Hazard Reported,LOW,false,false,Procedure not followed
SAFE00561,WA001,2024-04-22 07:00:00,Equipment Collision,LOW,false,false,Procedure not followed
SAFE00562,WA001,2024-09-21 02:00:00,Incident - Minor Injury,low,false,false,Environmental conditions
SAFE00563,QLD001,2024-05-05 18:00:00,near miss,low,false,false,Inadequate training
SAFE00564,WA001,2024-08-25 04:00:00,confined space entry,Low,false,false,Procedure not followed
SAFE00565,NSW001,2024-02-27 21:00:00,Equipment Collision,high,false,false,Operator error
SAFE00566,WA001,2024-02-06 09:00:00,hazard reported,Low,false,false,Communication breakdown
SAFE00567,NSW001,2024-03-27 19:00:00,Safety Inspection,high,false,false,Equipment malfunction
SAFE00568,WA001,2024-04-13 12:00:00,incident - first aid,Low,false,false,Operator error
SAFE00569,WA001,2024-08-28 22:00:00,confined space entry,low,false,false,Communication breakdown
SAFE00570,WA001,2024-08-23 02:00:00,Near Miss,Low,false,true,Environmental conditions
SAFE00571,NSW001,2024-12-19 03:00:00,Incident - First Aid,MEDIUM,false,false,Procedure not followed
SAFE00572,NSW001,2024-12-23 11:00:00,Incident - Minor Injury,high,false,false,Environmental conditions
SAFE00573,WA001,2024-03-28 18:00:00,Near Miss,Medium,false,true,Communication breakdown
SAFE00574,NSW001,2024-09-20 16:00:00,incident - minor injury,HIGH,false,false,Operator error
SAFE00575,QLD001,2024-10-14 08:00:00,fall from height,low,false,false,Communication breakdown
SAFE00576,QLD001,2024-04-04 23:00:00,Incident - First Aid,high,false,false,Equipment malfunction
SAFE00577,QLD001,2024-07-13 00:00:00,Near Miss,low,false,true,Communication breakdown
SAFE00578,QLD001,2024-04-03 22:00:00,incident - minor injury,LOW,false,false,Operator error
SAFE00579,QLD001,2024-03-20 19:00:00,Near Miss,Low,false,true,Environmental conditions
SAFE00580,NSW001,2024-03-21 19:00:00,fall from height,HIGH,false,false,Environmental conditions
SAFE00581,WA001,2024-02-06 19:00:00,Near Miss,Low,false,true,Procedure not followed
SAFE00582,WA001,2024-10-14 10:00:00,fall from height,LOW,false,false,Equipment malfunction
SAFE00583,NSW001,2024-08-06 21:00:00,Hazard Reported,HIGH,false,false,Procedure not followed
